CUST_ID	OUT_COMMUNITY_TOTAL	OUT_COMMUNITY_VOICE	OUT_COMMUNITY_SMS	IN_COMMUNITY_VOICE	IN_COMMUNITY_SMS	IN_COMMUNITY_TOTAL	VOICE_OUT_CALLS	VOICE_IN_CALLS	SMS_OUT_CALLS	MMS_OUT_CALLS	EVENTS_CALLS	INTERNET_CALLS	TOTAL_OUT_CALLS	VOICE_OUT_MINS	VOICE_IN_MINS	GPRS_TRAFFIC	EVENTS_TRAFFIC	OUT_CALLS_ROAMING	OUT_MINS_ROAMING	OUT_CALLS_INTERNATIONAL	OUT_MINS_INTERNATIONAL	OUT_CALLS_PEAK	OUT_CALLS_OFFPEAK	OUT_CALLS_WORK	OUT_CALLS_NONWORK	IN_CALLS_PEAK	IN_CALLS_OFFPEAK	IN_CALLS_WORK	IN_CALLS_NONWORK	DAYS_OUT	DAYS_IN	AGE	GENDER	PRC_VOICE_OUT_CALLS	PRC_SMS_OUT_CALLS	PRC_EVENTS_CALLS	PRC_INTERNET_CALLS	PRC_OUT_CALLS_INTERNATIONAL	PRC_OUT_CALLS_ROAMING	PRC_MMS_OUT_CALLS	PRC_OUT_CALLS_PEAK	PRC_OUT_CALLS_OFFPEAK	PRC_OUT_CALLS_WORK	PRC_OUT_CALLS_NONWORK	PRC_IN_CALLS_PEAK	PRC_IN_CALLS_OFFPEAK	PRC_IN_CALLS_WORK	PRC_IN_CALLS_NONWORK	PRC_OUT_COMMUNITY_VOICE	PRC_OUT_COMMUNITY_SMS	PRC_IN_COMMUNITY_VOICE	PRC_IN_COMMUNITY_SMS	ACD_OUT	ACD_IN
"C14341"	31.187962	30.621720	1.350276	47.307225	3.605115	50.754524	99.666620	183.208395	2.499350	0.000000	0.156488	1.909910	117.607881	66.802918	129.498213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	72.323116	26.165313	89.892010	20.889336	146.722598	49.458913	151.691023	35.747920	25.673741	28.283782	37.605966	"M"	0.847448	0.021252	0.001331	0.016240	0.000000	0.000000	0.000000	0.734331	0.265669	0.811436	0.188564	0.747892	0.252108	0.809282	0.190718	0.981844	0.043295	0.932079	0.071030	0.670264	0.706836
"C14342"	7.559127	7.722787	0.000000	10.479047	0.755586	10.589995	28.371215	33.877459	0.000000	0.000000	0.000000	0.000000	27.354031	22.543823	31.963057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.217299	6.998757	20.489481	6.561744	30.727356	4.710246	30.375870	3.973361	17.390338	17.296988	39.832214	"M"	1.037186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.722448	0.277552	0.757433	0.242567	0.867083	0.132917	0.884325	0.115675	1.021651	0.000000	0.989523	0.071349	0.794602	0.943490
"C14343"	55.039806	48.841641	4.046853	55.169009	6.942723	65.043798	178.831031	259.306989	2.122105	0.000000	0.000000	0.000000	179.892929	171.257806	266.267743	0.000000	0.000000	0.466770	0.223262	0.962917	1.421487	107.831995	58.965603	140.108061	40.728063	191.471531	90.178375	203.520132	59.656256	27.634015	25.957791	40.362745	"F"	0.994097	0.011796	0.000000	0.000000	0.005353	0.002595	0.000000	0.646484	0.353516	0.774779	0.225221	0.679821	0.320179	0.773322	0.226678	0.887388	0.073526	0.848182	0.106739	0.957652	1.026844
"C14344"	31.283082	29.802950	0.636269	35.859151	6.086723	39.908687	124.379290	225.922139	0.816245	0.000000	0.000000	0.150741	128.286599	99.041941	136.984531	0.000000	0.000000	0.165038	0.041329	1.897792	4.263507	70.341855	38.045858	89.438649	33.599006	172.233394	71.027692	150.924827	46.539236	27.881357	27.375206	49.672811	"F"	0.969542	0.006363	0.000000	0.001175	0.014793	0.001286	0.000000	0.648984	0.351016	0.726921	0.273079	0.708019	0.291981	0.764315	0.235685	0.952686	0.020339	0.898530	0.152516	0.796290	0.606335
"C14345"	18.443828	17.309008	0.486317	14.682947	0.818943	14.995947	57.931843	34.941927	1.606649	0.000000	0.000000	6.432615	67.804127	37.641301	21.953497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35.612452	21.273119	43.818153	16.175610	25.454791	10.816336	25.763032	7.466056	21.108800	17.070774	38.693514	"M"	0.854400	0.023695	0.000000	0.094871	0.000000	0.000000	0.000000	0.626037	0.373963	0.730378	0.269622	0.701792	0.298208	0.775316	0.224684	0.938472	0.026367	0.979128	0.054611	0.649751	0.628285
"C14346"	27.379223	25.958042	0.314800	26.639687	2.286567	28.099384	89.541757	83.833424	0.000000	0.000000	1.257034	0.000000	104.450660	85.902978	70.225200	0.000000	0.000000	0.000000	0.000000	1.957003	3.189064	66.080659	23.514341	78.948731	19.953504	66.222733	20.106583	74.684875	12.024564	24.234411	22.990412	40.053714	"M"	0.857264	0.000000	0.012035	0.000000	0.018736	0.000000	0.000000	0.737549	0.262451	0.798250	0.201750	0.767094	0.232906	0.861323	0.138677	0.948093	0.011498	0.948052	0.081374	0.959362	0.837675
"C14347"	16.860560	15.526781	0.000000	26.995301	1.241289	27.813259	42.150769	77.317289	0.000000	0.000000	0.000000	0.000000	45.246184	27.084397	45.201514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.613018	4.938319	37.827207	4.522339	65.390847	21.592895	55.378935	15.834523	18.346662	24.434603	38.168792	"M"	0.931587	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.881151	0.118849	0.893214	0.106786	0.751759	0.248241	0.777647	0.222353	0.920894	0.000000	0.970591	0.044629	0.642560	0.584624
"C14348"	13.961627	13.618261	2.336204	9.595862	2.324749	11.449618	33.599224	45.862779	3.151735	0.000000	0.000000	0.000000	40.327820	21.439683	25.963442	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.064467	11.536149	30.126787	10.314017	35.579326	16.130625	37.445575	9.501845	17.976509	17.938615	21.973803	"F"	0.833152	0.078153	0.000000	0.000000	0.000000	0.000000	0.000000	0.646137	0.353863	0.744960	0.255040	0.688056	0.311944	0.797607	0.202393	0.975406	0.167330	0.838095	0.203042	0.638101	0.566111
"C14349"	35.498547	28.443254	12.713928	45.419669	15.067042	51.472165	83.765637	145.682694	25.069791	0.000000	0.000000	0.000000	109.417833	101.185929	210.154609	0.000000	0.000000	0.000000	0.000000	0.640241	0.930107	48.744494	26.101075	84.237243	24.783563	123.145861	36.196452	122.285842	25.053268	25.658358	25.685132	45.523574	"F"	0.765557	0.229120	0.000000	0.000000	0.005851	0.000000	0.000000	0.651268	0.348732	0.772671	0.227329	0.772838	0.227162	0.829962	0.170038	0.801251	0.358153	0.882412	0.292722	1.207965	1.442550
"C14350"	23.815697	23.992917	0.991917	23.087036	3.300252	25.297621	46.816742	92.989157	1.767122	0.000000	0.163235	0.000000	51.068230	30.973017	74.209997	0.000000	0.000000	3.570429	2.702532	0.155063	0.122865	30.920462	14.096325	41.103255	10.809519	90.638812	35.850508	54.578637	16.686835	19.465891	24.125403	62.388685	"F"	0.916749	0.034603	0.003196	0.000000	0.003036	0.069915	0.000000	0.686865	0.313135	0.791775	0.208225	0.716573	0.283427	0.765850	0.234150	1.007441	0.041650	0.912617	0.130457	0.661580	0.798050
"C14351"	8.931362	8.654947	0.000000	9.829373	1.724966	10.585264	68.296293	83.168245	0.000000	0.000000	0.000000	0.000000	72.177736	64.391992	83.445211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.231018	25.153406	53.356052	22.459305	65.797414	27.777043	56.668316	16.554698	19.633661	19.793086	28.844104	"M"	0.946224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.647635	0.352365	0.703763	0.296237	0.703156	0.296844	0.773914	0.226086	0.969051	0.000000	0.928590	0.162959	0.942833	1.003330
"C14352"	14.676994	12.855273	0.000000	14.283017	1.523825	15.844950	37.106565	64.534560	0.000000	0.902676	0.000000	0.000000	39.080958	16.640935	36.529824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.133668	14.174381	25.837252	12.252960	47.645377	25.919274	35.029149	13.910430	17.818224	19.740889	29.395769	"M"	0.949479	0.000000	0.000000	0.000000	0.000000	0.000000	0.023098	0.598551	0.401449	0.678317	0.321683	0.647667	0.352333	0.715763	0.284237	0.875879	0.000000	0.901424	0.096171	0.448463	0.566051
"C14353"	55.799102	41.266607	5.529928	22.627482	8.119911	27.644597	287.842769	215.056393	4.895518	0.000000	1.457213	0.499766	328.191184	802.268018	647.302220	0.000000	0.015267	0.000000	0.000000	0.000000	0.000000	143.976276	111.032985	228.333940	83.968891	129.040353	98.923644	136.993666	63.349323	26.047759	25.364374	42.358927	"M"	0.877058	0.014917	0.004440	0.001523	0.000000	0.000000	0.000000	0.564592	0.435408	0.731130	0.268870	0.566056	0.433944	0.683796	0.316204	0.739557	0.099104	0.818514	0.293725	2.787174	3.009919
"C14354"	10.651431	6.072085	4.414172	11.080228	5.897301	16.623735	9.124062	48.951278	4.063435	0.000000	0.150692	0.000000	13.307258	6.528401	114.394847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.001345	1.781751	10.903469	2.025725	41.521341	11.380127	43.058640	7.655110	9.390927	20.899009	25.722020	"F"	0.685646	0.305355	0.011324	0.000000	0.000000	0.000000	0.000000	0.771074	0.228926	0.843322	0.156678	0.784881	0.215119	0.849053	0.150947	0.570072	0.414421	0.666531	0.354752	0.715515	2.336912
"C14355"	24.026408	18.250504	5.237076	24.671684	7.380406	27.586036	98.351368	141.845741	7.868119	0.000000	1.760998	0.163159	121.408743	112.715066	153.585848	0.000000	4.045004	0.302208	0.005443	0.164952	0.298557	55.710398	45.947403	82.479423	32.408061	92.966154	68.565051	99.697906	37.246819	29.606128	27.227056	45.250530	"M"	0.810085	0.064807	0.014505	0.001344	0.001359	0.002489	0.000000	0.548019	0.451981	0.717915	0.282085	0.575531	0.424469	0.728016	0.271984	0.759602	0.217972	0.894354	0.267541	1.146045	1.082767
"C14356"	13.106644	9.718090	0.000000	18.769990	2.959565	21.037260	24.938085	42.424768	0.000000	0.000000	0.000000	0.000000	26.701762	19.439948	24.347113	0.000000	0.000000	0.648103	0.316374	0.314776	0.306584	15.603525	9.055621	18.507514	8.222566	32.033457	12.603157	32.125567	12.866486	7.989565	11.733373	47.852942	"M"	0.933949	0.000000	0.000000	0.000000	0.011789	0.024272	0.000000	0.632768	0.367232	0.692385	0.307615	0.717650	0.282350	0.714028	0.285972	0.741463	0.000000	0.892226	0.140682	0.779529	0.573889
"C14357"	44.204592	35.472597	0.487977	60.222745	2.728840	59.623304	108.457262	178.131717	0.322304	0.000000	0.313650	0.000000	110.031778	98.428054	218.900442	0.000000	0.010701	0.000000	0.000000	0.307016	0.228636	69.932220	29.943916	89.610481	21.033502	140.191338	29.534439	113.621866	15.654739	24.223509	25.702101	42.539645	"M"	0.985690	0.002929	0.002851	0.000000	0.002790	0.000000	0.000000	0.700189	0.299811	0.809899	0.190101	0.825987	0.174013	0.878905	0.121095	0.802464	0.011039	1.010054	0.045768	0.907528	1.228868
"C14358"	31.256019	26.748298	0.332532	27.224833	0.798446	27.106614	103.902481	147.594252	1.229051	0.000000	0.000000	20.780431	124.675289	150.716313	175.755950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.178439	32.746395	85.689832	27.057898	113.349149	57.246416	93.524244	33.475968	25.260126	28.344551	32.757525	"M"	0.833385	0.009858	0.000000	0.166676	0.000000	0.000000	0.000000	0.665597	0.334403	0.760014	0.239986	0.664432	0.335568	0.736410	0.263590	0.855781	0.010639	1.004361	0.029456	1.450555	1.190805
"C14359"	46.185239	36.176611	13.075940	48.033088	22.302662	58.919087	137.161785	162.872145	37.245653	0.000000	0.324966	0.000000	182.479992	190.402195	172.490585	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	83.555428	44.519125	143.661159	45.177269	129.569470	73.889912	181.093929	62.356149	28.328443	28.899763	31.343085	"F"	0.751654	0.204108	0.001781	0.000000	0.000000	0.000000	0.000000	0.652397	0.347603	0.760762	0.239238	0.636832	0.363168	0.743865	0.256135	0.783294	0.283119	0.815238	0.378530	1.388158	1.059055
"C14360"	14.501282	11.884072	0.000000	13.745070	3.451720	18.058589	53.802423	82.307611	0.000000	0.000000	0.305527	0.000000	56.340170	62.852443	69.464103	0.000000	0.067915	0.000000	0.000000	1.662275	4.310990	30.707656	18.245538	37.797699	16.745440	61.072958	29.779724	47.808714	21.482177	21.716274	22.103865	47.814229	"F"	0.954957	0.000000	0.005423	0.000000	0.029504	0.000000	0.000000	0.627286	0.372714	0.692987	0.307013	0.672220	0.327780	0.689971	0.310029	0.819519	0.000000	0.761138	0.191140	1.168208	0.843957
"C14361"	34.447290	29.276351	0.000000	38.456353	1.932867	42.369782	136.075546	136.271641	0.000000	0.000000	0.000000	0.000000	142.267347	131.556628	86.956754	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	115.901740	18.871957	120.819199	15.317244	131.473611	35.087044	110.556064	17.545943	22.792512	22.981654	53.193950	"M"	0.956478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.859973	0.140027	0.887486	0.112514	0.789344	0.210656	0.863031	0.136969	0.849888	0.000000	0.907636	0.045619	0.966791	0.638113
"C14362"	20.103505	16.352430	0.318592	40.280163	1.586946	42.361427	41.093275	194.097131	0.316521	0.000000	0.159350	0.000000	39.463045	20.551161	132.357289	0.000000	0.025392	0.000000	0.000000	0.000000	0.000000	32.659259	7.500647	34.761614	6.061019	197.370589	39.186567	122.724336	13.492160	19.996709	25.123569	84.428139	"F"	1.041310	0.008021	0.004038	0.000000	0.000000	0.000000	0.000000	0.813230	0.186770	0.851528	0.148472	0.834346	0.165654	0.900951	0.099049	0.813412	0.015848	0.950869	0.037462	0.500110	0.681913
"C14363"	51.561209	44.411788	0.000000	38.472451	1.463120	41.390468	145.171946	88.420262	0.000000	0.000000	0.000000	0.000000	140.101588	118.325700	70.381708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.937945	42.007660	111.240800	33.816492	69.591410	31.862381	63.868004	21.731700	27.340763	26.867243	51.512801	"M"	1.036191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.676729	0.323271	0.766875	0.233125	0.685942	0.314058	0.746124	0.253876	0.861341	0.000000	0.929500	0.035349	0.815073	0.795991
"C14364"	23.458862	20.748249	0.451895	21.871457	4.266201	27.463173	33.889104	83.907601	0.151589	0.000000	0.155498	0.000000	36.931690	39.937721	61.455718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.062953	5.143017	34.870053	7.787217	71.624986	22.836162	52.940366	11.930602	18.058878	21.074062	36.947689	"M"	0.917616	0.004105	0.004210	0.000000	0.000000	0.000000	0.000000	0.810960	0.189040	0.817447	0.182553	0.758248	0.241752	0.816087	0.183913	0.884452	0.019263	0.796392	0.155343	1.178483	0.732421
"C14365"	19.064324	17.946360	1.415573	15.103998	2.983079	17.642492	81.157568	42.324420	1.560726	0.000000	0.000000	0.491652	91.741614	64.884380	39.089458	0.000000	0.000000	0.000000	0.000000	1.428100	3.549531	40.100464	40.209927	49.426083	37.014254	19.385499	22.293031	19.391903	17.772431	25.087069	18.215799	30.906643	"M"	0.884632	0.017012	0.000000	0.005359	0.015567	0.000000	0.000000	0.499319	0.500681	0.571794	0.428206	0.465120	0.534880	0.521788	0.478212	0.941358	0.074252	0.856115	0.169085	0.799487	0.923567
"C14366"	33.237945	29.798204	3.155508	29.911168	6.765697	36.677633	141.264457	122.838678	11.957196	0.462111	0.156640	0.000000	156.125801	145.474195	113.573722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.620188	37.458404	123.172692	30.330774	101.468018	40.643407	92.606793	22.139344	23.715589	22.988448	31.461605	"M"	0.904812	0.076587	0.001003	0.000000	0.000000	0.000000	0.002960	0.700521	0.299479	0.802410	0.197590	0.714003	0.285997	0.807058	0.192942	0.896512	0.094937	0.815515	0.184464	1.029800	0.924576
"C14367"	73.850640	69.649838	19.471524	51.342714	11.015349	62.621823	255.143666	180.480213	38.383724	1.771757	0.658050	3.126199	312.807833	569.512025	519.789599	0.000000	0.066767	0.000000	0.000000	0.000000	0.000000	141.874830	68.227389	226.229572	61.395967	145.425084	45.800766	503.826559	119.799175	30.645358	29.684585	28.910480	"M"	0.815656	0.122707	0.002104	0.009994	0.000000	0.000000	0.005664	0.675266	0.324734	0.786542	0.213458	0.760489	0.239511	0.807899	0.192101	0.943118	0.263661	0.819885	0.175903	2.232123	2.880036
"C14368"	29.739986	26.646001	6.927161	29.412874	8.157998	31.812551	165.881967	206.752497	18.490552	0.000000	0.472281	0.000000	190.555822	155.351714	259.828323	0.000000	0.162819	0.000000	0.000000	1.356555	1.310108	110.763554	39.708453	144.058123	34.225155	153.838648	56.437348	174.865806	35.263458	27.285014	29.099506	47.460369	"F"	0.870516	0.097035	0.002478	0.000000	0.007119	0.000000	0.000000	0.736107	0.263893	0.808029	0.191971	0.731603	0.268397	0.832182	0.167818	0.895965	0.232924	0.924568	0.256440	0.936520	1.256712
"C14369"	46.682909	37.075788	1.926909	37.741105	2.776956	38.768169	120.253248	98.309610	2.310890	0.000000	0.833260	0.000000	140.156191	110.037703	81.213220	0.000000	0.000000	0.000000	0.000000	0.152851	0.208677	72.008914	49.349217	90.063421	36.497202	75.563370	49.983987	54.516240	23.664700	25.600873	23.907279	46.158290	"M"	0.857995	0.016488	0.005945	0.000000	0.001091	0.000000	0.000000	0.593359	0.406641	0.711623	0.288377	0.601871	0.398129	0.697309	0.302691	0.794205	0.041277	0.973508	0.071630	0.915050	0.826096
"C14370"	11.121099	8.889450	0.761613	6.456382	4.302061	9.855052	30.149311	11.495729	0.485059	0.000000	1.232993	0.000000	32.316867	28.721828	8.908905	0.000000	0.285706	0.000000	0.000000	0.000000	0.000000	15.148606	12.849669	21.938517	9.668151	8.701424	4.099894	10.712587	5.091355	15.267211	9.263760	42.635995	"M"	0.932928	0.015009	0.038153	0.000000	0.000000	0.000000	0.000000	0.541055	0.458945	0.694110	0.305890	0.679729	0.320271	0.677843	0.322157	0.799332	0.068484	0.655134	0.436534	0.952653	0.774975
"C14371"	15.889747	13.032804	0.751937	10.547089	1.413052	12.473561	32.729137	28.059413	0.628090	0.000000	0.157939	0.000000	33.419994	22.629762	23.728431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.044378	5.915376	28.522772	6.050800	24.603441	13.411969	16.285763	3.941381	16.238396	12.765884	43.166744	"M"	0.979328	0.018794	0.004726	0.000000	0.000000	0.000000	0.000000	0.795738	0.204262	0.824988	0.175012	0.647197	0.352803	0.805144	0.194856	0.820202	0.047322	0.845556	0.113284	0.691426	0.845650
"C14372"	19.796067	13.428100	4.557320	23.026337	6.643845	28.869425	52.976566	110.322514	7.566850	0.000000	0.751699	10.319216	76.180282	77.233460	180.883233	0.000000	0.016159	1.054488	1.800417	0.468412	1.026479	38.379230	14.231471	54.232940	15.671255	81.982343	32.060703	72.623560	15.474155	22.161152	24.364199	27.908300	"M"	0.695410	0.099328	0.009867	0.135458	0.006149	0.013842	0.000000	0.729495	0.270505	0.775818	0.224182	0.718872	0.281128	0.824352	0.175648	0.678322	0.230213	0.797603	0.230134	1.457880	1.639586
"C14373"	10.159659	5.317287	4.500776	7.566480	4.976037	10.261290	15.342680	18.957782	52.706217	0.000000	0.158217	0.000000	68.520380	6.677259	15.370560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.611626	4.265307	46.471679	20.662138	14.953134	4.301017	51.387582	22.116270	19.388173	19.906417	25.466893	"M"	0.223914	0.769205	0.002309	0.000000	0.000000	0.000000	0.000000	0.668764	0.331236	0.692225	0.307775	0.776619	0.223381	0.699114	0.300886	0.523373	0.443005	0.737381	0.484933	0.435208	0.810778
"C14374"	10.077229	6.829942	4.134652	9.568885	5.241800	12.825339	23.816796	18.961091	15.707215	0.000000	0.162756	0.000000	39.759255	50.344126	41.278820	0.000000	0.000000	0.750288	1.282046	0.807699	1.958112	14.268966	3.148578	36.586690	5.290072	15.498645	3.154533	49.447092	6.527335	17.249705	18.006850	45.302395	"M"	0.599025	0.395058	0.004094	0.000000	0.020315	0.018871	0.000000	0.819230	0.180770	0.873675	0.126325	0.830885	0.169115	0.883387	0.116613	0.677760	0.410297	0.746092	0.408707	2.113808	2.177028
"C14375"	87.864969	88.157888	5.918546	105.776670	20.835480	121.789342	286.279946	483.201576	10.889112	0.000000	0.323205	0.000000	282.011124	252.196482	513.004581	0.000000	0.000000	0.480209	0.564128	0.157440	0.927176	172.136608	77.789551	234.099820	52.748631	372.862943	135.668502	352.114136	58.840981	29.114497	29.390814	42.790592	"F"	1.015137	0.038612	0.001146	0.000000	0.000558	0.001703	0.000000	0.688750	0.311250	0.816110	0.183890	0.733215	0.266785	0.856819	0.143181	1.003334	0.067360	0.868522	0.171078	0.880944	1.061678
"C14376"	52.930423	48.493989	7.297333	48.978234	10.899351	60.430530	153.650778	185.465008	18.092747	0.000000	1.441685	0.165794	188.238654	132.252755	157.138753	0.000000	0.361392	0.000000	0.000000	0.162541	0.912676	106.532162	44.486224	148.797350	39.090708	135.712886	63.692239	142.690247	37.906462	27.376322	27.794653	35.996683	"M"	0.816255	0.096116	0.007659	0.000881	0.000863	0.000000	0.000000	0.705425	0.294575	0.791947	0.208053	0.680589	0.319411	0.790104	0.209896	0.916184	0.137867	0.810488	0.180362	0.860736	0.847269
"C14377"	35.880968	36.284735	3.300884	26.487800	6.897438	32.089645	149.777591	232.682739	4.906590	0.000000	1.747674	0.000000	154.913405	167.924520	403.549970	0.000000	0.332897	0.000000	0.000000	0.000000	0.000000	118.151172	25.381467	147.699134	18.380541	192.973826	46.753218	201.637345	25.641803	24.818794	26.346370	27.843182	"F"	0.966847	0.031673	0.011282	0.000000	0.000000	0.000000	0.000000	0.823166	0.176834	0.889327	0.110673	0.804973	0.195027	0.887179	0.112821	1.011253	0.091995	0.825431	0.214943	1.121159	1.734336
"C14378"	30.070867	30.560848	0.156658	34.158894	1.451579	35.643287	75.670007	107.720528	0.163800	0.000000	0.000000	0.307156	76.240551	32.139144	59.330989	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.887035	21.127469	55.949968	19.943724	95.627588	46.694767	47.257555	17.942690	20.150357	20.390359	48.634472	"M"	0.992517	0.002148	0.000000	0.004029	0.000000	0.000000	0.000000	0.684733	0.315267	0.737215	0.262785	0.671908	0.328092	0.724806	0.275194	1.016294	0.005210	0.958354	0.040725	0.424728	0.550786
"C14379"	37.187792	33.287751	2.583014	20.850835	6.420631	26.877310	169.758301	107.625381	1.510348	0.000000	6.715455	0.000000	177.822892	122.787985	92.093865	0.000000	0.074734	0.000000	0.000000	1.297804	4.267175	105.164117	48.685549	131.700779	50.130031	73.940766	40.953013	82.624356	28.149524	26.725076	25.044327	50.835011	"F"	0.954648	0.008494	0.037765	0.000000	0.007298	0.000000	0.000000	0.683551	0.316449	0.724304	0.275696	0.643558	0.356442	0.745883	0.254117	0.895126	0.069459	0.775778	0.238887	0.723311	0.855689
"C14380"	43.860424	39.185825	3.842352	24.457755	6.124395	28.753113	204.928736	78.211090	9.140985	0.000000	1.801251	0.000000	233.552646	145.035675	38.781161	0.000000	1.114779	1.639517	1.413699	1.517307	0.697158	116.319950	86.817616	177.224580	52.841340	47.228617	37.652766	52.029297	17.841855	29.685443	22.887883	22.634874	"M"	0.877441	0.039139	0.007712	0.000000	0.006497	0.007020	0.000000	0.572617	0.427383	0.770321	0.229679	0.556407	0.443593	0.744646	0.255354	0.893421	0.087604	0.850612	0.212999	0.707737	0.495852
"C14381"	13.398894	11.667554	1.250468	12.440774	2.254700	15.085106	52.493427	86.535468	0.940681	0.000000	0.497827	0.471868	53.401708	32.273398	99.248424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39.277924	10.471547	48.133599	7.371414	72.609157	13.374738	74.538153	10.181046	21.232318	25.078942	57.086675	"M"	0.982992	0.017615	0.009322	0.008836	0.000000	0.000000	0.000000	0.789514	0.210486	0.867194	0.132806	0.844451	0.155549	0.879826	0.120174	0.870785	0.093326	0.824706	0.149465	0.614808	1.146910
"C14382"	23.525375	23.442380	0.486748	38.310810	1.646188	37.492575	90.668242	221.294576	1.098396	0.000000	0.000000	0.000000	105.676868	46.000635	709.644727	0.000000	0.000000	0.000000	0.000000	11.873063	1.745783	37.956046	34.268487	72.384594	22.622933	79.819181	80.152943	107.508883	38.292190	23.309342	27.128658	72.742920	"F"	0.857976	0.010394	0.000000	0.000000	0.112353	0.000000	0.000000	0.525528	0.474472	0.761883	0.238117	0.498957	0.501043	0.737367	0.262633	0.996472	0.020690	1.021824	0.043907	0.507351	3.206788
"C14383"	20.809231	18.373528	2.781260	24.075861	6.528004	30.373859	74.806757	115.326250	14.013592	0.000000	0.158856	0.000000	88.462501	131.495580	123.238389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35.490342	36.352354	65.692934	22.153190	98.981155	46.712481	105.165202	19.490524	25.662013	26.414923	49.457758	"M"	0.845632	0.158413	0.001796	0.000000	0.000000	0.000000	0.000000	0.494001	0.505999	0.747818	0.252182	0.679379	0.320621	0.843645	0.156355	0.882951	0.133655	0.792651	0.214922	1.757804	1.068607
"C14384"	37.308767	36.798272	0.318379	35.570845	5.026585	40.883409	97.303350	135.538145	0.608085	0.000000	0.000000	0.000000	106.601617	80.011653	70.320690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	51.165387	52.097588	69.522914	42.229213	91.647831	71.003424	72.746334	32.990190	26.713095	25.913279	30.440611	"M"	0.912776	0.005704	0.000000	0.000000	0.000000	0.000000	0.000000	0.495486	0.504514	0.622117	0.377883	0.563462	0.436538	0.687996	0.312004	0.986317	0.008534	0.870056	0.122949	0.822291	0.518826
"C14385"	15.193083	14.805525	0.166093	14.996512	1.690287	17.063675	45.226261	74.084072	0.000000	0.000000	0.156704	0.000000	45.285882	36.995003	30.394835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.583767	19.660446	34.157241	14.264101	69.593297	24.957339	35.865958	11.323056	18.905156	18.831117	38.409276	"M"	0.998683	0.000000	0.003460	0.000000	0.000000	0.000000	0.000000	0.555638	0.444362	0.705417	0.294583	0.736043	0.263957	0.760049	0.239951	0.974491	0.010932	0.878856	0.099058	0.817998	0.410275
"C14386"	31.766210	26.648787	0.466540	31.467931	3.261253	32.547605	62.026507	161.215309	0.486475	0.000000	0.000000	0.000000	71.649667	49.456633	184.417576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.392291	12.508436	56.338077	10.950069	143.993190	33.678990	113.158434	23.166476	23.609520	29.294383	26.498419	"F"	0.865691	0.006790	0.000000	0.000000	0.000000	0.000000	0.000000	0.783968	0.216032	0.837266	0.162734	0.810443	0.189557	0.830064	0.169936	0.838904	0.014687	0.966828	0.100199	0.797347	1.143921
"C14387"	140.192343	116.737331	16.183147	108.057272	20.319113	119.268603	539.897260	428.750965	26.877226	5.674392	6.726392	7.506302	611.647799	528.768608	412.066117	0.000000	0.363617	0.000000	0.000000	0.333189	0.127222	300.209379	163.219021	477.083987	143.669627	379.347976	110.133488	354.977856	83.626383	28.471827	27.975029	45.946047	"M"	0.882693	0.043942	0.010997	0.012272	0.000545	0.000000	0.009277	0.647801	0.352199	0.768556	0.231444	0.775000	0.225000	0.809335	0.190665	0.832694	0.115435	0.905999	0.170364	0.979387	0.961085
